label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
B,0.019145645201206207,0.9198015928268433,4.662025432367045e-09,0.03585106506943703,0.862250566482544,0.005715422332286835,0.04792257025837898,0.7920472621917725,0.013186424039304256,0.04884345084428787,0.7379394173622131,0.01899508386850357,0.04123447835445404,0.6951526999473572,0.025600668042898178,0.07383311539888382,0.7658825516700745,0.025908447802066803,0.06870653480291367,0.6927247643470764,0.03620610013604164,0.05859978497028351,0.6499707102775574,0.04264342039823532,0.04851142317056656,0.6169119477272034,0.046973176300525665,0.06565365940332413,0.7694041728973389,0.02624834142625332,0.0633629858493805,0.6973360776901245,0.04056762903928757,0.055797625333070755,0.6538313031196594,0.04710904508829117,0.04531627148389816,0.6199888586997986,0.050237469375133514,0.05228827893733978,0.7749587893486023,0.025916116312146187,0.053226538002491,0.7074860334396362,0.03821699693799019,0.04873836785554886,0.6677682995796204,0.04394933208823204,0.04089073836803436,0.636935293674469,0.04617484658956528,0.036675676703453064,0.7832693457603455,0.02450082264840603,0.036729682236909866,0.7287953495979309,0.03461211547255516,0.03681427240371704,0.6974753141403198,0.04026209935545921,0.034070611000061035,0.6735303401947021,0.04317579045891762
I,0.472233384847641,0.9979078769683838,-2.4877999660333217e-09,0.461119681596756,0.9583685994148254,-0.016448209062218666,0.4604945778846741,0.918114423751831,-0.02444607950747013,0.4588278532028198,0.8917869329452515,-0.029478667303919792,0.45666444301605225,0.8757617473602295,-0.033026207238435745,0.5242639183998108,0.8890117406845093,-0.01984325982630253,0.52706378698349,0.895756721496582,-0.01796986535191536,0.5157445073127747,0.9113225936889648,-0.01559046097099781,0.5134353637695312,0.9157290458679199,-0.015650831162929535,0.5418000817298889,0.9136378169059753,-0.014817534945905209,0.5411944389343262,0.9246722459793091,-0.013924679718911648,0.5294795036315918,0.9328562021255493,-0.010726526379585266,0.5260525345802307,0.932772159576416,-0.010422317311167717,0.5522226095199585,0.9434409141540527,-0.009761250577867031,0.5504776239395142,0.9525246024131775,-0.007445487193763256,0.5405881404876709,0.9575886130332947,-0.0046671312302351,0.5384551882743835,0.9546211957931519,-0.004682647995650768,0.5567126274108887,0.9736073017120361,-0.006621963810175657,0.5564760565757751,0.9808138608932495,-0.003824520856142044,0.548052191734314,0.9827781915664673,-0.0026503168046474457,0.5458293557167053,0.9786226749420166,-0.002827319083735347
A,0.09689170867204666,0.9693971872329712,3.3297180568325757e-09,0.2142229676246643,0.886507511138916,-0.010955765843391418,0.2911463975906372,0.7416930794715881,-0.02897726371884346,0.33995115756988525,0.604338526725769,-0.0602155402302742,0.37122219800949097,0.5003846883773804,-0.08677151799201965,0.22476671636104584,0.5873290300369263,0.05083359405398369,0.25181710720062256,0.47272738814353943,0.03117547184228897,0.26632508635520935,0.5637927055358887,0.031692326068878174,0.25230035185813904,0.645177960395813,0.030352512374520302,0.1672072857618332,0.5801987648010254,0.018065042793750763,0.19301436841487885,0.4397815763950348,-0.031792037189006805,0.21692045032978058,0.5673869252204895,-0.05235646292567253,0.20887506008148193,0.6568528413772583,-0.05024438723921776,0.10755430161952972,0.5907570719718933,-0.02448262833058834,0.12448897957801819,0.4406242370605469,-0.08525556325912476,0.15763720870018005,0.57240229845047,-0.10150816291570663,0.15513664484024048,0.6676871180534363,-0.0952216312289238,0.04205454885959625,0.6193839311599731,-0.06906972825527191,0.06938445568084717,0.5106930136680603,-0.10713260620832443,0.10630663484334946,0.6064099669456482,-0.11388716846704483,0.11311844736337662,0.6865212321281433,-0.10967881977558136
A,0.13895773887634277,0.9776815176010132,-3.228126432830436e-09,0.2696923017501831,0.9062427878379822,-0.034044407308101654,0.3720785975456238,0.7596516013145447,-0.0544220507144928,0.41895154118537903,0.6176360845565796,-0.07986320555210114,0.42307883501052856,0.5025113821029663,-0.10079386085271835,0.2990032136440277,0.6115879416465759,0.012682399712502956,0.31526046991348267,0.5084710121154785,-0.005047161132097244,0.2941356897354126,0.6301119923591614,-0.002778962953016162,0.2808479070663452,0.7281979918479919,-0.0034355586394667625,0.22687961161136627,0.6038652658462524,-0.0021396002266556025,0.24326488375663757,0.49285054206848145,-0.05457431077957153,0.2296900600194931,0.6448488235473633,-0.08003567159175873,0.22191765904426575,0.752267062664032,-0.08297008275985718,0.15359917283058167,0.6171404719352722,-0.02373688481748104,0.16970308125019073,0.4997047185897827,-0.08015140891075134,0.1687774360179901,0.6523352265357971,-0.09783089905977249,0.16900634765625,0.7586051821708679,-0.0951714739203453,0.07749804854393005,0.6457715630531311,-0.04911579564213753,0.09644651412963867,0.5601479411125183,-0.07949395477771759,0.11141721159219742,0.6664097905158997,-0.08664463460445404,0.12162631005048752,0.743950366973877,-0.08508643507957458
A,0.14306552708148956,0.9753121733665466,-4.578923906706223e-09,0.27061736583709717,0.9126081466674805,-0.03786921501159668,0.37377893924713135,0.7606092095375061,-0.06110189110040665,0.4186340570449829,0.6165158152580261,-0.08910591155290604,0.42213302850723267,0.5002539157867432,-0.11303450912237167,0.2992124557495117,0.6064960360527039,0.005866630934178829,0.31549564003944397,0.5039081573486328,-0.014878513291478157,0.2957059442996979,0.6242437362670898,-0.014798233285546303,0.28242990374565125,0.7244063019752502,-0.016621587797999382,0.2270621806383133,0.5987725257873535,-0.00830823928117752,0.24467501044273376,0.4888114035129547,-0.06236742436885834,0.23312035202980042,0.6381618976593018,-0.08929020911455154,0.22529862821102142,0.7481483817100525,-0.09345313161611557,0.15377628803253174,0.6122469305992126,-0.029348524287343025,0.17096096277236938,0.49904966354370117,-0.08618263900279999,0.17062678933143616,0.6518677473068237,-0.10290993750095367,0.17095524072647095,0.7600201964378357,-0.10008276998996735,0.07778079807758331,0.6413224935531616,-0.05489350110292435,0.0961473286151886,0.5551255345344543,-0.08650969713926315,0.1108601912856102,0.6621164083480835,-0.0928751602768898,0.1209515929222107,0.7414657473564148,-0.09059907495975494
A,0.1339179128408432,0.9865405559539795,-3.897199007951713e-09,0.2662096917629242,0.9143378734588623,-0.03674514591693878,0.36985254287719727,0.7647794485092163,-0.05953233316540718,0.4168245792388916,0.6200066804885864,-0.08619695901870728,0.42097336053848267,0.5025031566619873,-0.10804089158773422,0.29800596833229065,0.6157329082489014,0.0005809266585856676,0.3110583424568176,0.5108456015586853,-0.0178889911621809,0.29162925481796265,0.6356827616691589,-0.01341001596301794,0.2803957760334015,0.7342480421066284,-0.012431957758963108,0.2234138697385788,0.6078522205352783,-0.013297270983457565,0.2382793426513672,0.49691349267959595,-0.06481461226940155,0.22732888162136078,0.6526886820793152,-0.08502106368541718,0.22125773131847382,0.758472740650177,-0.08475383371114731,0.1485273540019989,0.622009813785553,-0.033533599227666855,0.1633796989917755,0.5065122842788696,-0.08836820721626282,0.16463181376457214,0.6603062748908997,-0.10069960355758667,0.16599778831005096,0.7644307017326355,-0.094872385263443,0.07183411717414856,0.6527566313743591,-0.057799406349658966,0.0888117104768753,0.5655776858329773,-0.0868786945939064,0.10426100343465805,0.6705598831176758,-0.09088132530450821,0.11392036080360413,0.7454139590263367,-0.08693903684616089
A,0.13122186064720154,0.9895306825637817,-3.985704211117991e-09,0.26401856541633606,0.9154060482978821,-0.03967955708503723,0.3684191405773163,0.7683500051498413,-0.061982568353414536,0.4175373911857605,0.6224546432495117,-0.08748830109834671,0.4227180778980255,0.5059343576431274,-0.10788872838020325,0.298957496881485,0.6179196834564209,0.0016383976908400655,0.3107150197029114,0.5152556896209717,-0.017405414953827858,0.28730663657188416,0.6423407196998596,-0.013533049263060093,0.2757280766963959,0.7409906387329102,-0.012728659436106682,0.22344164550304413,0.6090693473815918,-0.010489089414477348,0.23473289608955383,0.5013682842254639,-0.06410377472639084,0.22012297809123993,0.659188449382782,-0.08628243952989578,0.21500080823898315,0.7641095519065857,-0.08666367083787918,0.14748059213161469,0.6226354241371155,-0.02957940474152565,0.1592397689819336,0.5091655254364014,-0.08835040777921677,0.1575714647769928,0.6641416549682617,-0.10379651188850403,0.15995056927204132,0.7672213315963745,-0.0986904725432396,0.07010635733604431,0.651404857635498,-0.05261468142271042,0.08402419090270996,0.5680933594703674,-0.0841037854552269,0.09807850420475006,0.6745410561561584,-0.09031747281551361,0.10918167978525162,0.7483354210853577,-0.08742833137512207
A,0.13429009914398193,0.9834975004196167,-4.5829375849848475e-09,0.2619137167930603,0.9119347929954529,-0.04251423478126526,0.3644389510154724,0.761478066444397,-0.06857004016637802,0.41278088092803955,0.6195614337921143,-0.09767478704452515,0.4173475205898285,0.5053298473358154,-0.12220889329910278,0.2926866114139557,0.6076025366783142,-0.006926174275577068,0.3058810830116272,0.5097538232803345,-0.030488405376672745,0.2870687246322632,0.6365861892700195,-0.03055483102798462,0.2766818106174469,0.7344837784767151,-0.0324314646422863,0.21835263073444366,0.6021823287010193,-0.019426988437771797,0.23324379324913025,0.4968898296356201,-0.07692665606737137,0.22212404012680054,0.6556650400161743,-0.10161547362804413,0.21696320176124573,0.7608655691146851,-0.10402607172727585,0.14398093521595,0.6186131238937378,-0.0388450063765049,0.15885736048221588,0.5032671689987183,-0.09948296844959259,0.16001255810260773,0.6594406366348267,-0.11506430804729462,0.16187453269958496,0.7643224596977234,-0.11083266884088516,0.06836612522602081,0.6506974101066589,-0.06264130026102066,0.08335986733436584,0.5653819441795349,-0.09587101638317108,0.09963331371545792,0.6721366047859192,-0.10234057158231735,0.1107870563864708,0.746955156326294,-0.10005524009466171
A,0.12991829216480255,0.9862223267555237,-4.7984105577825176e-09,0.260676771402359,0.9151979684829712,-0.041583940386772156,0.36540961265563965,0.7645652890205383,-0.06699438393115997,0.41329294443130493,0.6198008060455322,-0.09567544609308243,0.41889703273773193,0.5035868287086487,-0.11927873641252518,0.29581743478775024,0.6113364696502686,-0.004241019953042269,0.30591055750846863,0.5117639303207397,-0.02618320845067501,0.2847607135772705,0.6424935460090637,-0.02391635999083519,0.27492228150367737,0.7400318384170532,-0.02425343729555607,0.2199491262435913,0.6040066480636597,-0.017027491703629494,0.2319873571395874,0.49887293577194214,-0.07390477508306503,0.2195919007062912,0.6610686779022217,-0.09617971628904343,0.21479785442352295,0.7651205062866211,-0.09618071466684341,0.14379513263702393,0.6185939311981201,-0.036646388471126556,0.15637430548667908,0.5071903467178345,-0.097018763422966,0.15523836016654968,0.6667919754981995,-0.10984470695257187,0.15737313032150269,0.7684254050254822,-0.10303150862455368,0.0653279572725296,0.648120105266571,-0.06057336553931236,0.08104339241981506,0.5625220537185669,-0.09279458224773407,0.09441244602203369,0.6721966862678528,-0.09700807929039001,0.10432979464530945,0.745590090751648,-0.09263289719820023
A,0.12165530025959015,0.9885528087615967,-5.3457895887731866e-09,0.25009796023368835,0.9147626161575317,-0.045652396976947784,0.3547919988632202,0.7639259099960327,-0.07160625606775284,0.40380245447158813,0.6168193817138672,-0.1000751256942749,0.40543854236602783,0.5029084086418152,-0.12337277084589005,0.28346461057662964,0.6061740517616272,-0.005157630890607834,0.29351967573165894,0.5079346895217896,-0.028117699548602104,0.27354907989501953,0.6416804194450378,-0.02720518223941326,0.263854444026947,0.7418977618217468,-0.02855757810175419,0.2086985558271408,0.5994287729263306,-0.016612835228443146,0.22023096680641174,0.4958904981613159,-0.07488542050123215,0.2093377411365509,0.6597679257392883,-0.10038051009178162,0.205745130777359,0.7641502618789673,-0.10277092456817627,0.1337585598230362,0.6150978803634644,-0.03550412505865097,0.14513108134269714,0.5032707452774048,-0.09881332516670227,0.14605587720870972,0.6634826064109802,-0.11597712337970734,0.14929115772247314,0.7665335536003113,-0.1117088571190834,0.058282673358917236,0.6463623046875,-0.058884479105472565,0.07044737040996552,0.5595664381980896,-0.09388136863708496,0.08637601137161255,0.6704368591308594,-0.10115312039852142,0.09855833649635315,0.7471464276313782,-0.09884575754404068
